,city,price,carat,clarity,color,cut,depth,table,x,y,z
313,Kimberly,2780,0.77,VS2,G,Premium,61.2,58.0,5.9,5.93,3.62
314,Kimberly,561,0.32,VS2,G,Premium,61.9,58.0,4.36,4.43,2.72
315,Kimberly,2744,0.76,VS2,G,Premium,61.8,58.0,5.85,5.89,3.63
316,Kimberly,7389,1.19,VS2,G,Premium,61.9,58.0,6.86,6.74,4.21
317,Kimberly,6397,1.02,VS2,G,Premium,62.1,58.0,6.5,6.44,4.02
318,Kimberly,1698,0.56,VS2,G,Premium,60.9,58.0,5.36,5.34,3.26
319,Kimberly,5999,1.01,VS2,G,Premium,62.4,58.0,6.38,6.41,3.99
320,Kimberly,17057,2.01,VS2,G,Premium,60.6,59.0,8.16,8.12,4.93
321,Kimberly,6532,1.08,VS2,G,Premium,62.3,58.0,6.54,6.5,4.06
322,Surat,435,0.31,VS2,G,Premium,61.8,58.0,4.35,4.39,2.7
323,Surat,2515,0.71,VS2,G,Premium,62.8,58.0,5.74,5.69,3.59
324,Surat,1698,0.56,VS2,G,Premium,62.5,57.0,5.28,5.25,3.29
325,Surat,2633,0.7,VS2,G,Premium,61.6,58.0,5.69,5.73,3.52
326,Surat,1448,0.55,VS2,G,Premium,59.6,59.0,5.32,5.36,3.18
327,Surat,13077,1.53,VS2,G,Premium,59.4,59.0,7.55,7.51,4.47
328,Surat,1061,0.41,VS2,G,Premium,61.3,57.0,4.8,4.76,2.93
329,Surat,5581,1.02,VS2,G,Premium,62.0,57.0,6.48,6.43,4.0
330,Surat,1435,0.53,VS2,G,Premium,59.9,60.0,5.28,5.24,3.15
331,Surat,13951,1.71,VS2,G,Premium,61.3,58.0,7.79,7.7,4.75
332,Surat,787,0.39,VS2,G,Premium,62.3,59.0,4.65,4.69,2.91
333,Surat,1087,0.42,VS2,G,Premium,59.5,59.0,4.89,4.83,2.89
334,Surat,5288,1.01,VS2,G,Premium,60.9,55.0,6.5,6.48,3.95
335,Surat,5346,1.02,VS2,G,Premium,61.5,59.0,6.45,6.4,3.95
336,Surat,1577,0.52,VS2,G,Premium,62.0,58.0,5.2,5.16,3.21
337,Surat,1061,0.41,VS2,G,Premium,59.7,59.0,4.84,4.81,2.88
338,Surat,698,0.31,VS2,G,Premium,62.4,59.0,4.38,4.34,2.72
339,Surat,5645,1.0,VS2,G,Premium,62.0,62.0,6.41,6.36,3.96
340,Surat,8030,1.2,VS2,G,Premium,62.3,56.0,6.8,6.68,4.2
341,Surat,833,0.37,VS2,G,Premium,60.7,57.0,4.69,4.64,2.83
342,Surat,12571,1.51,VS2,G,Premium,62.0,57.0,7.38,7.33,4.56
343,Surat,1061,0.41,VS2,G,Premium,61.6,58.0,4.78,4.73,2.93
344,Surat,2550,0.72,VS2,G,Premium,62.3,57.0,5.74,5.69,3.56
345,Surat,9682,1.33,VS2,G,Premium,58.6,61.0,7.21,7.17,4.21
346,Surat,827,0.41,VS2,G,Premium,61.4,59.0,4.75,4.79,2.93
347,Surat,1061,0.41,VS2,G,Premium,61.5,58.0,4.82,4.8,2.96
348,Surat,2081,0.68,VS2,G,Premium,61.6,59.0,5.65,5.64,3.48
349,Surat,8139,1.28,VS2,G,Premium,62.1,60.0,6.95,6.89,4.3
350,Surat,2735,0.71,VS2,G,Premium,63.0,56.0,5.7,5.69,3.59
351,Surat,1061,0.41,VS2,G,Premium,62.9,59.0,4.75,4.7,2.97
352,Surat,1087,0.42,VS2,G,Premium,62.0,58.0,4.81,4.77,2.97
353,Surat,772,0.41,VS2,G,Premium,60.7,59.0,4.8,4.85,2.93
354,Surat,3850,0.9,VS2,G,Premium,62.9,62.0,6.06,6.02,3.8
355,Surat,698,0.31,VS2,G,Premium,61.5,60.0,4.34,4.31,2.66
356,Surat,17358,1.79,VS2,G,Premium,61.2,58.0,7.9,7.82,4.81
357,Surat,827,0.41,VS2,G,Premium,59.2,58.0,4.8,4.83,2.85
358,Surat,5701,1.01,VS2,G,Premium,61.2,57.0,6.46,6.41,3.94
359,Surat,1607,0.53,VS2,G,Premium,60.7,59.0,5.24,5.18,3.16
360,Surat,675,0.3,VS2,G,Premium,60.8,61.0,4.34,4.31,2.63
361,Surat,8874,1.28,VS2,G,Premium,61.6,58.0,7.02,6.98,4.31
362,Surat,1061,0.41,VS2,G,Premium,61.9,59.0,4.77,4.73,2.94
363,Surat,847,0.42,VS2,G,Premium,60.6,59.0,4.78,4.85,2.92
364,Surat,13828,1.51,VS2,G,Premium,61.1,58.0,7.42,7.38,4.45
365,Surat,7055,1.11,VS2,G,Premium,61.5,58.0,6.69,6.62,4.09
366,Surat,720,0.32,VS2,G,Premium,61.5,59.0,4.42,4.4,2.71
367,Surat,6709,1.04,VS2,G,Premium,60.1,59.0,6.59,6.56,3.95
368,Surat,1225,0.49,VS2,G,Premium,61.0,59.0,5.13,5.06,3.11
369,Surat,1728,0.57,VS2,G,Premium,62.8,57.0,5.28,5.23,3.3
370,Surat,7032,1.09,VS2,G,Premium,61.0,59.0,6.65,6.6,4.04
371,Surat,15568,1.7,VS2,G,Premium,62.6,61.0,7.64,7.54,4.75
372,Surat,9120,1.3,VS2,G,Premium,62.5,58.0,6.97,6.93,4.36
373,Surat,16783,1.75,VS2,G,Premium,61.5,59.0,7.76,7.66,4.74
374,Surat,9682,1.33,VS2,G,Premium,62.3,59.0,7.02,6.97,4.36
375,Surat,765,0.34,VS2,G,Premium,61.6,58.0,4.51,4.45,2.76
376,Surat,7022,1.1,VS2,G,Premium,59.4,60.0,6.78,6.72,4.01
377,Surat,6301,1.02,VS2,G,Premium,62.5,58.0,6.41,6.46,4.02
378,Surat,1607,0.53,VS2,G,Premium,62.6,58.0,5.18,5.11,3.22
379,Surat,12602,1.53,VS2,G,Premium,61.8,59.0,7.31,7.45,4.56
380,Surat,672,0.32,VS2,G,Premium,58.4,57.0,4.53,4.51,2.64
381,Surat,1871,0.63,VS2,G,Premium,61.5,57.0,5.54,5.51,3.4
382,Surat,4834,0.93,VS2,G,Premium,62.2,59.0,6.21,6.26,3.88
383,Surat,596,0.34,VS2,G,Premium,61.2,59.0,4.43,4.49,2.73
384,Surat,1335,0.53,VS2,G,Premium,59.9,60.0,5.24,5.28,3.15
385,Surat,4259,0.9,VS2,G,Premium,60.8,61.0,6.22,6.12,3.75
386,Surat,9032,1.28,VS2,G,Premium,62.2,59.0,6.94,6.89,4.3
387,Antwerp,5821,1.05,VS2,G,Premium,61.9,59.0,6.56,6.52,4.05
388,Antwerp,827,0.41,VS2,G,Premium,61.8,59.0,4.72,4.76,2.93
389,Antwerp,847,0.42,VS2,G,Premium,59.8,58.0,4.86,4.9,2.92
390,Antwerp,16960,1.73,VS2,G,Premium,61.6,58.0,7.74,7.71,4.76
391,Antwerp,4079,0.9,VS2,G,Premium,60.6,61.0,6.19,6.13,3.73
392,Antwerp,13120,1.54,VS2,G,Premium,61.8,58.0,7.43,7.39,4.58
393,Antwerp,12308,1.5,VS2,G,Premium,61.2,61.0,7.34,7.29,4.48
394,Antwerp,12787,1.5,VS2,G,Premium,60.3,60.0,7.34,7.26,4.4
395,Antwerp,1061,0.41,VS2,G,Premium,59.9,59.0,4.86,4.82,2.9
396,Antwerp,6582,1.06,VS2,G,Premium,60.9,57.0,6.65,6.61,4.04
397,Antwerp,7454,1.21,VS2,G,Premium,62.2,58.0,6.88,6.78,4.25
398,Antwerp,596,0.34,VS2,G,Premium,61.3,58.0,4.51,4.53,2.77
399,Antwerp,6027,1.01,VS2,G,Premium,61.6,58.0,6.45,6.4,3.96
400,Antwerp,1061,0.41,VS2,G,Premium,61.4,59.0,4.79,4.75,2.93
401,Antwerp,743,0.33,VS2,G,Premium,61.3,59.0,4.46,4.44,2.73
402,Antwerp,7079,1.14,VS2,G,Premium,60.9,57.0,6.79,6.73,4.12
403,Antwerp,7079,1.14,VS2,G,Premium,61.4,60.0,6.71,6.68,4.11
404,Antwerp,5806,1.0,VS2,G,Premium,62.1,57.0,6.43,6.39,3.98
405,Antwerp,4183,0.9,VS2,G,Premium,60.9,58.0,6.34,6.19,3.79
406,Antwerp,12308,1.5,VS2,G,Premium,62.9,54.0,7.31,7.26,4.58
407,Antwerp,544,0.31,VS2,G,Premium,59.9,59.0,4.38,4.4,2.63
408,Antwerp,11746,1.51,VS2,G,Premium,58.1,61.0,7.57,7.54,4.39
409,Antwerp,15671,1.71,VS2,G,Premium,59.3,60.0,7.86,7.81,4.65
410,Antwerp,596,0.34,VS2,G,Premium,60.3,59.0,4.49,4.53,2.72
411,Antwerp,5864,1.01,VS2,G,Premium,61.6,61.0,6.46,6.36,3.95
412,Antwerp,6325,1.06,VS2,G,Premium,60.1,58.0,6.67,6.64,4.0
413,Antwerp,765,0.34,VS2,G,Premium,60.2,58.0,4.56,4.51,2.73
414,Antwerp,13194,1.51,VS2,G,Premium,61.2,61.0,7.44,7.33,4.52
415,Antwerp,561,0.32,VS2,G,Premium,62.3,58.0,4.36,4.41,2.73
416,Antwerp,1607,0.53,VS2,G,Premium,62.0,58.0,5.21,5.18,3.22
417,Antwerp,720,0.32,VS2,G,Premium,61.5,60.0,4.42,4.4,2.71
418,Antwerp,12196,1.5,VS2,G,Premium,62.5,59.0,7.28,7.32,4.56
419,Antwerp,12068,1.51,VS2,G,Premium,61.4,58.0,7.4,7.3,4.51
420,Antwerp,827,0.41,VS2,G,Premium,60.8,59.0,4.78,4.8,2.91
421,Antwerp,6387,1.1,VS2,G,Premium,62.8,58.0,6.6,6.58,4.14
422,Antwerp,15941,1.7,VS2,G,Premium,59.0,58.0,7.85,7.8,4.62
423,Antwerp,2770,0.73,VS2,G,Premium,61.4,59.0,5.83,5.76,3.56
424,Antwerp,3400,0.88,VS2,G,Premium,61.1,58.0,6.19,6.15,3.77
425,Antwerp,6153,1.09,VS2,G,Premium,60.6,62.0,6.68,6.58,4.02
426,Antwerp,990,0.41,VS2,G,Premium,60.7,59.0,4.85,4.8,2.93
427,Antwerp,6532,1.08,VS2,G,Premium,59.4,59.0,6.75,6.68,3.99
428,Antwerp,1087,0.42,VS2,G,Premium,61.9,58.0,4.82,4.77,2.97
429,Antwerp,6048,1.0,VS2,G,Premium,59.3,60.0,6.55,6.51,3.87
430,Antwerp,7728,1.2,VS2,G,Premium,62.1,61.0,6.74,6.68,4.17
431,Antwerp,983,0.38,VS2,G,Premium,59.2,60.0,4.73,4.7,2.79
432,Antwerp,833,0.37,VS2,G,Premium,61.3,60.0,4.63,4.6,2.83
433,Antwerp,6048,1.0,VS2,G,Premium,62.0,57.0,6.43,6.37,3.97
434,Antwerp,16091,1.51,VS2,G,Premium,61.3,58.0,7.39,7.33,4.51
435,Antwerp,827,0.41,VS2,G,Premium,61.9,59.0,4.73,4.77,2.94
436,Antwerp,827,0.41,VS2,G,Premium,61.8,58.0,4.75,4.77,2.94
437,Antwerp,847,0.42,VS2,G,Premium,61.9,58.0,4.77,4.82,2.97
438,Antwerp,605,0.31,VS2,G,Premium,61.2,59.0,4.4,4.36,2.68
439,Antwerp,12872,1.51,VS2,G,Premium,62.7,58.0,7.31,7.2,4.55
440,Antwerp,833,0.37,VS2,G,Premium,60.1,59.0,4.68,4.64,2.8
441,Antwerp,5322,1.0,VS2,G,Premium,60.8,60.0,6.39,6.33,3.87
442,Antwerp,544,0.31,VS2,G,Premium,60.9,58.0,4.35,4.38,2.66
443,Antwerp,7318,1.21,VS2,G,Premium,63.0,58.0,6.72,6.67,4.22
444,Antwerp,1061,0.41,VS2,G,Premium,59.8,58.0,4.84,4.8,2.88
445,Antwerp,827,0.41,VS2,G,Premium,61.4,59.0,4.75,4.79,2.93
446,Antwerp,6169,1.02,VS2,G,Premium,62.1,59.0,6.47,6.41,4.0
447,Antwerp,12756,1.51,VS2,G,Premium,62.5,59.0,7.28,7.34,4.57
448,Antwerp,6534,1.11,VS2,G,Premium,61.4,58.0,6.7,6.66,4.1
449,Antwerp,6108,1.01,VS2,G,Premium,61.6,60.0,6.51,6.42,3.98
450,Madrid,847,0.42,VS2,G,Premium,60.6,58.0,4.83,4.88,2.94
451,Madrid,743,0.33,VS2,G,Premium,60.8,58.0,4.47,4.45,2.71
452,Madrid,12958,1.52,VS2,G,Premium,62.6,55.0,7.39,7.28,4.59
453,Madrid,4424,0.9,VS2,G,Premium,60.0,59.0,6.3,6.23,3.76
454,Madrid,596,0.34,VS2,G,Premium,61.2,58.0,4.46,4.5,2.74
455,Madrid,675,0.3,VS2,G,Premium,61.6,60.0,4.33,4.28,2.65
456,Madrid,765,0.34,VS2,G,Premium,61.2,58.0,4.5,4.46,2.74
457,Madrid,2515,0.71,VS2,G,Premium,60.4,61.0,5.81,5.77,3.5
458,Madrid,5506,1.02,VS2,G,Premium,62.7,58.0,6.44,6.36,4.01
459,Madrid,13768,1.52,VS2,G,Premium,62.8,60.0,7.26,7.22,4.55
460,Madrid,8842,1.29,VS2,G,Premium,58.7,58.0,7.27,7.11,4.22
461,Madrid,675,0.3,VS2,G,Premium,62.2,60.0,4.25,4.24,2.64
462,Madrid,12308,1.54,VS2,G,Premium,61.6,59.0,7.46,7.4,4.58
463,Madrid,720,0.32,VS2,G,Premium,62.5,58.0,4.38,4.36,2.73
464,Madrid,743,0.33,VS2,G,Premium,61.4,60.0,4.45,4.41,2.72
465,Madrid,5864,1.01,VS2,G,Premium,62.1,59.0,6.43,6.38,3.98
466,Madrid,720,0.32,VS2,G,Premium,60.5,58.0,4.42,4.41,2.67
467,Madrid,2657,0.7,VS2,G,Premium,60.9,60.0,5.72,5.68,3.47
468,Madrid,765,0.34,VS2,G,Premium,62.0,59.0,4.47,4.43,2.76
469,Madrid,4194,0.9,VS2,G,Premium,61.3,59.0,6.21,6.15,3.79
470,Madrid,4259,0.9,VS2,G,Premium,62.1,59.0,6.2,6.14,3.83
471,Madrid,2959,0.79,VS2,G,Premium,62.3,58.0,5.92,5.89,3.68
472,Madrid,2479,0.7,VS2,G,Premium,62.1,58.0,5.68,5.63,3.51
473,Madrid,6096,1.05,VS2,G,Premium,63.0,57.0,6.51,6.48,4.09
474,Madrid,1087,0.42,VS2,G,Premium,60.6,59.0,4.85,4.78,2.92
475,Madrid,766,0.38,VS2,G,Premium,59.3,59.0,4.71,4.74,2.8
476,Madrid,5620,1.01,VS2,G,Premium,62.5,60.0,6.37,6.31,3.96
477,Madrid,596,0.34,VS2,G,Premium,60.3,58.0,4.49,4.53,2.72
478,Madrid,12681,1.7,VS2,G,Premium,61.4,58.0,7.67,7.63,4.7
479,Madrid,561,0.32,VS2,G,Premium,59.8,59.0,4.48,4.52,2.69
480,Madrid,8362,1.22,VS2,G,Premium,61.8,58.0,6.91,6.84,4.25
481,Madrid,630,0.3,VS2,G,Premium,61.8,60.0,4.29,4.25,2.64
482,Madrid,589,0.36,VS2,G,Premium,62.5,58.0,4.51,4.55,2.83
483,Madrid,9516,1.18,VS2,G,Premium,61.5,58.0,6.87,6.79,4.2
484,London,6121,1.1,VS2,G,Premium,59.6,60.0,6.72,6.7,4.0
485,London,2443,0.71,VS2,G,Premium,63.0,54.0,5.69,5.64,3.57
486,London,720,0.32,VS2,G,Premium,62.4,59.0,4.36,4.33,2.71
487,London,8431,1.23,VS2,G,Premium,62.0,59.0,6.87,6.8,4.24
488,London,698,0.31,VS2,G,Premium,59.8,60.0,4.43,4.4,2.64
489,London,4750,0.93,VS2,G,Premium,62.2,59.0,6.26,6.21,3.88
490,London,698,0.31,VS2,G,Premium,60.7,61.0,4.37,4.33,2.64
491,London,698,0.31,VS2,G,Premium,61.5,59.0,4.35,4.33,2.67
492,London,756,0.36,VS2,G,Premium,62.5,58.0,4.55,4.51,2.83
493,London,720,0.32,VS2,G,Premium,60.8,59.0,4.44,4.41,2.69
494,London,561,0.32,VS2,G,Premium,61.5,60.0,4.4,4.42,2.71
495,London,1789,0.59,VS2,G,Premium,61.1,57.0,5.43,5.4,3.31
496,London,5759,1.01,VS2,G,Premium,60.2,59.0,6.48,6.55,3.92
497,London,5839,1.01,VS2,G,Premium,62.1,60.0,6.35,6.37,3.95
498,London,6534,1.1,VS2,G,Premium,60.2,58.0,6.71,6.75,4.05
499,London,867,0.43,VS2,G,Premium,60.8,59.0,4.86,4.91,2.97
500,London,6743,1.13,VS2,G,Premium,62.5,58.0,6.69,6.59,4.15
501,London,8128,1.23,VS2,G,Premium,61.1,57.0,6.96,6.91,4.24
502,London,605,0.31,VS2,G,Premium,58.8,62.0,4.41,4.4,2.59
503,London,5407,1.02,VS2,G,Premium,62.7,58.0,6.44,6.36,4.01
504,London,12738,1.52,VS2,G,Premium,60.9,61.0,7.41,7.38,4.5
505,London,6206,1.04,VS2,G,Premium,62.3,54.0,6.55,6.49,4.06
506,London,827,0.41,VS2,G,Premium,62.6,58.0,4.71,4.74,2.96
507,London,2657,0.7,VS2,G,Premium,62.2,61.0,5.59,5.54,3.46
508,London,5978,1.02,VS2,G,Premium,62.6,59.0,6.39,6.43,4.01
509,London,828,0.44,VS2,G,Premium,60.6,58.0,4.9,4.96,2.99
510,London,6290,1.04,VS2,G,Premium,62.6,56.0,6.44,6.41,4.02
511,London,2621,0.74,VS2,G,Premium,60.2,60.0,5.84,5.82,3.51
512,London,1063,0.44,VS2,G,Premium,60.6,58.0,4.96,4.9,2.99
513,London,7729,1.22,VS2,G,Premium,61.2,58.0,6.81,6.91,4.2
514,London,5946,1.01,VS2,G,Premium,61.8,59.0,6.45,6.4,3.97
515,London,743,0.33,VS2,G,Premium,62.6,58.0,4.4,4.36,2.74
516,London,5927,1.05,VS2,G,Premium,62.5,55.0,6.59,6.54,4.1
517,London,2381,0.7,VS2,G,Premium,63.0,57.0,5.67,5.6,3.55
518,Luxembourg,8854,1.3,VS2,G,Premium,62.2,58.0,6.92,6.98,4.32
519,Luxembourg,847,0.42,VS2,G,Premium,62.0,58.0,4.77,4.81,2.97
520,Luxembourg,5864,1.01,VS2,G,Premium,63.0,56.0,6.41,6.35,4.02
521,Luxembourg,4152,0.9,VS2,G,Premium,61.1,58.0,6.22,6.25,3.81
522,Luxembourg,596,0.34,VS2,G,Premium,62.4,59.0,4.41,4.47,2.77
523,Luxembourg,9085,1.31,VS2,G,Premium,61.3,58.0,7.05,7.01,4.31
524,Luxembourg,1009,0.39,VS2,G,Premium,62.3,59.0,4.69,4.65,2.91
525,Luxembourg,5967,1.0,VS2,G,Premium,61.5,58.0,6.39,6.36,3.92
526,Luxembourg,8705,1.27,VS2,G,Premium,61.0,60.0,6.97,6.93,4.24
527,Luxembourg,1087,0.42,VS2,G,Premium,60.1,61.0,4.86,4.79,2.9
528,Luxembourg,2479,0.7,VS2,G,Premium,61.8,60.0,5.66,5.63,3.49
529,Luxembourg,743,0.33,VS2,G,Premium,62.6,58.0,4.44,4.41,2.77
530,Luxembourg,765,0.34,VS2,G,Premium,61.0,58.0,4.49,4.46,2.73
531,Luxembourg,1546,0.51,VS2,G,Premium,62.7,58.0,5.12,5.09,3.2
532,Luxembourg,1717,0.59,VS2,G,Premium,62.6,56.0,5.39,5.34,3.36
533,Luxembourg,2040,0.68,VS2,G,Premium,61.7,57.0,5.67,5.65,3.49
534,Luxembourg,6451,1.0,VS2,G,Premium,60.0,59.0,6.54,6.46,3.9
535,Luxembourg,1113,0.43,VS2,G,Premium,62.3,58.0,4.85,4.81,3.01
536,Luxembourg,867,0.43,VS2,G,Premium,61.2,58.0,4.84,4.9,2.98
537,Luxembourg,1061,0.41,VS2,G,Premium,62.4,58.0,4.76,4.72,2.96
538,Luxembourg,11032,1.71,VS2,G,Premium,61.3,58.0,7.64,7.6,4.67
539,Luxembourg,1009,0.39,VS2,G,Premium,62.4,56.0,4.68,4.64,2.91
540,Luxembourg,765,0.34,VS2,G,Premium,60.3,58.0,4.53,4.49,2.72
541,Luxembourg,579,0.33,VS2,G,Premium,61.3,59.0,4.44,4.46,2.73
542,Luxembourg,2405,0.72,VS2,G,Premium,62.3,59.0,5.77,5.69,3.57
543,Luxembourg,12872,1.51,VS2,G,Premium,62.5,59.0,7.34,7.28,4.57
544,Luxembourg,16123,1.7,VS2,G,Premium,60.9,60.0,7.71,7.68,4.69
545,Luxembourg,2657,0.7,VS2,G,Premium,59.4,59.0,5.79,5.76,3.43
546,Luxembourg,5806,1.0,VS2,G,Premium,63.0,59.0,6.4,6.36,4.02
547,Luxembourg,12522,1.54,VS2,G,Premium,59.8,58.0,7.45,7.49,4.47
548,Luxembourg,1061,0.41,VS2,G,Premium,61.4,59.0,4.79,4.75,2.93
549,Luxembourg,698,0.31,VS2,G,Premium,61.7,59.0,4.34,4.31,2.67
550,Luxembourg,743,0.33,VS2,G,Premium,60.8,62.0,4.46,4.42,2.7
551,Luxembourg,2994,0.81,VS2,G,Premium,62.0,58.0,5.95,5.92,3.68
552,Luxembourg,6256,1.14,VS2,G,Premium,61.9,58.0,6.72,6.68,4.15
553,Luxembourg,698,0.31,VS2,G,Premium,61.5,59.0,4.36,4.32,2.67
554,Luxembourg,720,0.32,VS2,G,Premium,59.9,57.0,4.51,4.47,2.69
555,Amsterdam,4969,1.16,SI2,G,Premium,62.5,58.0,6.72,6.68,4.19
556,Amsterdam,3861,1.04,SI2,G,Premium,62.2,59.0,6.57,6.49,4.06
557,Amsterdam,9664,1.77,SI2,G,Premium,62.7,59.0,7.67,7.66,4.8
558,Amsterdam,5529,1.21,SI2,G,Premium,60.3,58.0,6.96,6.9,4.18
559,Amsterdam,3461,1.01,SI2,G,Premium,61.5,58.0,6.51,6.44,3.98
560,Amsterdam,5190,1.18,SI2,G,Premium,61.4,58.0,6.82,6.77,4.17
561,Amsterdam,4401,1.07,SI2,G,Premium,62.9,59.0,6.58,6.51,4.12
562,Amsterdam,2362,0.71,SI2,G,Premium,62.0,55.0,5.77,5.71,3.56
563,Amsterdam,3601,1.09,SI2,G,Premium,61.3,60.0,6.66,6.59,4.06
564,Amsterdam,3027,1.02,SI2,G,Premium,61.7,58.0,6.46,6.41,3.97
565,Amsterdam,4270,1.01,SI2,G,Premium,60.1,60.0,6.48,6.44,3.88
566,Amsterdam,14648,2.38,SI2,G,Premium,62.4,58.0,8.59,8.47,5.32
567,Amsterdam,7225,1.4,SI2,G,Premium,62.0,60.0,7.1,7.16,4.42
568,Amsterdam,4413,1.03,SI2,G,Premium,59.9,60.0,6.56,6.5,3.91
569,Amsterdam,12857,2.05,SI2,G,Premium,62.1,56.0,8.18,8.1,5.04
570,Amsterdam,1173,0.53,SI2,G,Premium,60.8,58.0,5.21,5.19,3.16
571,Amsterdam,1717,0.71,SI2,G,Premium,59.9,59.0,5.79,5.82,3.48
572,Amsterdam,4277,1.04,SI2,G,Premium,62.9,58.0,6.47,6.43,4.06
573,Amsterdam,8736,1.5,SI2,G,Premium,60.7,61.0,7.36,7.33,4.46
574,Amsterdam,5723,1.4,SI2,G,Premium,60.6,58.0,7.26,7.22,4.39
575,Amsterdam,1056,0.51,SI2,G,Premium,63.0,61.0,5.08,4.99,3.17
576,Amsterdam,6969,1.22,SI2,G,Premium,62.4,61.0,6.79,6.79,4.23
577,Zurich,3555,0.92,SI2,G,Premium,59.4,62.0,6.36,6.34,3.77
578,Zurich,4327,1.01,SI2,G,Premium,62.0,58.0,6.41,6.37,3.96
579,Zurich,4158,1.12,SI2,G,Premium,61.2,58.0,6.69,6.67,4.09
580,Zurich,8190,1.5,SI2,G,Premium,62.0,62.0,7.31,7.25,4.51
581,Zurich,11248,1.71,SI2,G,Premium,60.9,58.0,7.68,7.72,4.69
582,Zurich,4486,1.02,SI2,G,Premium,60.9,59.0,6.56,6.45,3.96
583,Zurich,2937,0.95,SI2,G,Premium,58.8,60.0,6.35,6.31,3.72
584,Zurich,2268,0.7,SI2,G,Premium,58.5,60.0,5.85,5.81,3.41
585,Zurich,3555,0.92,SI2,G,Premium,62.4,57.0,6.22,6.18,3.87
586,Zurich,4373,1.32,SI2,G,Premium,59.2,61.0,7.21,7.14,4.25
587,Zurich,3142,1.0,SI2,G,Premium,59.1,59.0,6.55,6.48,0.0
588,Zurich,4270,1.15,SI2,G,Premium,62.7,58.0,6.71,6.69,4.2
589,Zurich,17673,2.14,SI2,G,Premium,60.4,59.0,8.38,8.32,5.04
590,Zurich,3998,1.0,SI2,G,Premium,59.0,62.0,6.52,6.47,3.83
591,Zurich,4278,1.07,SI2,G,Premium,59.8,60.0,6.7,6.65,3.99
592,Zurich,3981,1.01,SI2,G,Premium,60.6,59.0,6.49,6.41,3.91
593,Zurich,13317,2.15,SI2,G,Premium,59.7,60.0,8.4,8.37,5.01
594,Zurich,1307,0.58,SI2,G,Premium,61.2,59.0,5.4,5.36,3.29
595,Zurich,4598,1.05,SI2,G,Premium,62.6,62.0,6.49,6.45,4.05
596,Zurich,7931,1.46,SI2,G,Premium,59.5,59.0,7.34,7.29,4.35
597,Zurich,3804,1.11,SI2,G,Premium,62.5,57.0,6.54,6.49,4.07
598,Zurich,3916,0.92,SI2,G,Premium,59.4,60.0,6.34,6.31,3.76
599,Zurich,4327,1.01,SI2,G,Premium,61.0,58.0,6.48,6.43,3.94
600,Zurich,1069,0.55,SI2,G,Premium,61.2,59.0,5.3,5.26,3.23
601,Las Vegas,1000,0.5,SI2,G,Premium,62.5,57.0,5.04,5.01,3.14
602,Las Vegas,7848,1.54,SI2,G,Premium,59.4,60.0,7.52,7.49,4.46
603,Las Vegas,2515,0.81,SI2,G,Premium,62.5,57.0,5.95,5.89,3.7
604,Las Vegas,6495,1.37,SI2,G,Premium,59.6,60.0,7.24,7.18,4.3
605,Las Vegas,3892,1.02,SI2,G,Premium,62.3,58.0,6.41,6.38,4.0
606,Las Vegas,4327,1.01,SI2,G,Premium,62.4,59.0,6.39,6.34,3.97
607,Las Vegas,17513,2.14,SI2,G,Premium,60.4,59.0,8.32,8.38,5.04
608,Las Vegas,4552,1.02,SI2,G,Premium,62.5,58.0,6.43,6.4,4.01
609,Las Vegas,4154,1.01,SI2,G,Premium,60.1,59.0,6.45,6.39,3.86
610,Las Vegas,3427,1.0,SI2,G,Premium,60.7,59.0,6.45,6.41,3.9
611,Las Vegas,15562,2.01,SI2,G,Premium,59.4,58.0,8.19,8.15,4.85
612,Las Vegas,3822,1.02,SI2,G,Premium,62.3,58.1,6.41,6.38,4.0
613,Las Vegas,3671,0.95,SI2,G,Premium,60.5,62.0,6.44,6.36,3.88
614,Las Vegas,15897,2.0,SI2,G,Premium,62.1,59.0,8.12,8.02,5.01
615,Las Vegas,4368,1.0,SI2,G,Premium,61.8,59.0,6.38,6.33,3.93
616,Las Vegas,4884,1.14,SI2,G,Premium,60.4,59.0,6.8,6.78,4.1
617,Las Vegas,5739,1.22,SI2,G,Premium,60.5,58.0,6.96,6.92,4.2
618,Las Vegas,3363,0.91,SI2,G,Premium,61.3,60.0,6.2,6.17,3.79
619,Las Vegas,3898,1.05,SI2,G,Premium,60.1,60.0,6.66,6.58,3.98
620,Las Vegas,13908,2.06,SI2,G,Premium,60.7,58.0,8.18,8.25,4.99
621,Las Vegas,5487,1.38,SI2,G,Premium,58.3,59.0,7.34,7.27,4.26
622,Las Vegas,3599,1.05,SI2,G,Premium,60.7,61.0,6.56,6.52,3.97
623,Las Vegas,421,0.32,SI2,G,Premium,61.6,59.0,4.35,4.38,2.69
624,Las Vegas,14939,2.01,SI2,G,Premium,59.4,62.0,8.27,8.22,4.9
625,New York City,3423,0.91,SI2,G,Premium,61.3,60.0,6.17,6.2,3.79
626,New York City,4172,1.0,SI2,G,Premium,59.4,62.0,6.5,6.47,3.85
627,New York City,2039,0.71,SI2,G,Premium,60.8,60.0,5.74,5.78,3.5
628,New York City,5421,1.3,SI2,G,Premium,61.8,57.0,7.02,6.94,4.32
629,New York City,12794,2.04,SI2,G,Premium,61.3,60.0,8.18,8.13,5.0
